Tender ID,Project Name,Budget,Deadline (Days),Key Requirements,Penalties,Region,Environmental Impact Score,Energy Use Reduction Goal (%),Waste Reduction Goal (%),Renewable Materials Used (%)
Tender_6130,Project_6130,31292796,275,Waste reduction,$354756 per day,Rural,5,31,35,62
Tender_6131,Project_6131,46241044,209,Waste reduction,$162962 per day,Coastal,4,14,13,25
Tender_6132,Project_6132,31418425,513,Energy-efficient design,$350898 per day,Coastal,5,46,43,31
Tender_6133,Project_6133,39881260,234,Low-carbon materials,$89824 per day,Coastal,3,12,23,25
Tender_6134,Project_6134,2335474,360,Low-carbon materials,$39981 per day,Urban,5,23,45,38
Tender_6135,Project_6135,32844470,165,Low-carbon materials,$86152 per day,Rural,2,28,43,32
Tender_6136,Project_6136,8302633,330,Waste reduction,$203618 per day,Coastal,2,45,51,74
Tender_6137,Project_6137,17801991,96,Low-carbon materials,$328665 per day,Rural,5,22,52,65
Tender_6138,Project_6138,5033489,61,Low-carbon materials,$437771 per day,Rural,8,13,15,42
Tender_6139,Project_6139,26180766,241,Waste reduction,$137030 per day,Rural,6,45,26,58
Tender_6140,Project_6140,43024323,621,Waste reduction,$220102 per day,Rural,5,18,58,72
Tender_6141,Project_6141,15289607,502,Low-carbon materials,$166122 per day,Coastal,7,28,44,71
Tender_6142,Project_6142,45926860,500,Low-carbon materials,$202029 per day,Rural,7,15,47,67
Tender_6143,Project_6143,47555131,280,Energy-efficient design,$34221 per day,Rural,3,23,51,32
Tender_6144,Project_6144,15930350,647,Waste reduction,$460374 per day,Urban,5,12,48,77
Tender_6145,Project_6145,21688328,484,Waste reduction,$366265 per day,Rural,9,17,27,59
Tender_6146,Project_6146,28177438,277,Low-carbon materials,$85892 per day,Urban,3,37,44,34
Tender_6147,Project_6147,24195889,211,Waste reduction,$299919 per day,Urban,3,13,52,56
Tender_6148,Project_6148,35162011,502,Low-carbon materials,$102119 per day,Rural,4,35,20,36
Tender_6149,Project_6149,36446991,542,Low-carbon materials,$421793 per day,Rural,1,26,52,30
Tender_6150,Project_6150,1152512,686,Waste reduction,$388720 per day,Rural,7,26,20,77
Tender_6151,Project_6151,47531136,143,Low-carbon materials,$134542 per day,Rural,5,47,23,48
Tender_6152,Project_6152,18173098,648,Low-carbon materials,$66133 per day,Rural,3,12,53,30
Tender_6153,Project_6153,17160286,369,Low-carbon materials,$139140 per day,Urban,2,22,22,52
Tender_6154,Project_6154,19779677,193,Low-carbon materials,$143877 per day,Urban,2,33,18,72
Tender_6155,Project_6155,6741757,280,Low-carbon materials,$79475 per day,Coastal,7,50,21,67
Tender_6156,Project_6156,27271781,503,Low-carbon materials,$257139 per day,Rural,9,46,42,69
Tender_6157,Project_6157,45711101,101,Energy-efficient design,$199693 per day,Rural,5,25,56,29
Tender_6158,Project_6158,23450753,37,Waste reduction,$412185 per day,Coastal,7,28,29,78
Tender_6159,Project_6159,5602207,63,Energy-efficient design,$204555 per day,Urban,1,17,37,70
Tender_6160,Project_6160,37715321,446,Waste reduction,$241506 per day,Urban,4,41,58,54
Tender_6161,Project_6161,12477975,562,Waste reduction,$208493 per day,Coastal,9,40,35,76
Tender_6162,Project_6162,32481095,511,Low-carbon materials,$254610 per day,Urban,10,50,17,52
Tender_6163,Project_6163,21563645,424,Waste reduction,$106891 per day,Urban,6,22,48,27
Tender_6164,Project_6164,24225528,102,Energy-efficient design,$327916 per day,Urban,2,23,47,69
Tender_6165,Project_6165,15167724,457,Waste reduction,$329623 per day,Coastal,6,28,46,42
Tender_6166,Project_6166,39001202,296,Low-carbon materials,$43514 per day,Coastal,10,24,38,76
Tender_6167,Project_6167,18557370,580,Energy-efficient design,$67776 per day,Coastal,3,50,15,46
Tender_6168,Project_6168,12766456,153,Waste reduction,$386614 per day,Urban,4,12,12,43
Tender_6169,Project_6169,46342555,651,Energy-efficient design,$183662 per day,Urban,5,39,42,67
Tender_6170,Project_6170,13261924,692,Waste reduction,$163513 per day,Coastal,7,17,55,59
Tender_6171,Project_6171,33987278,576,Energy-efficient design,$319576 per day,Urban,7,45,16,68
Tender_6172,Project_6172,49966765,54,Energy-efficient design,$22731 per day,Coastal,6,19,59,71
Tender_6173,Project_6173,13899394,479,Energy-efficient design,$402422 per day,Rural,3,16,42,44
Tender_6174,Project_6174,16261279,522,Low-carbon materials,$159546 per day,Coastal,2,50,35,20
Tender_6175,Project_6175,49853809,91,Low-carbon materials,$339625 per day,Urban,8,44,22,38
Tender_6176,Project_6176,16744137,329,Waste reduction,$145665 per day,Rural,5,20,19,23
Tender_6177,Project_6177,18311053,437,Low-carbon materials,$111755 per day,Coastal,7,15,17,31
Tender_6178,Project_6178,14376679,70,Waste reduction,$479395 per day,Rural,5,34,25,55
Tender_6179,Project_6179,15881857,402,Energy-efficient design,$54606 per day,Rural,6,11,51,62
Tender_6180,Project_6180,14107433,439,Energy-efficient design,$283330 per day,Urban,4,37,24,49
Tender_6181,Project_6181,17256776,553,Waste reduction,$456084 per day,Rural,4,22,38,38
Tender_6182,Project_6182,42013335,674,Waste reduction,$380801 per day,Rural,2,46,58,39
Tender_6183,Project_6183,24392592,695,Low-carbon materials,$116495 per day,Coastal,7,20,54,49
Tender_6184,Project_6184,10968685,480,Energy-efficient design,$349160 per day,Urban,5,24,30,49
Tender_6185,Project_6185,7659797,468,Energy-efficient design,$166843 per day,Coastal,10,14,55,78
Tender_6186,Project_6186,8544909,157,Energy-efficient design,$140406 per day,Urban,6,43,53,21
Tender_6187,Project_6187,5767211,136,Low-carbon materials,$238525 per day,Urban,1,34,21,44
Tender_6188,Project_6188,45852983,179,Waste reduction,$472910 per day,Urban,7,39,15,37
Tender_6189,Project_6189,45021636,298,Low-carbon materials,$332456 per day,Rural,1,50,59,54
Tender_6190,Project_6190,33562179,623,Low-carbon materials,$205303 per day,Coastal,6,43,26,25
Tender_6191,Project_6191,41693231,144,Energy-efficient design,$127977 per day,Rural,5,17,32,33
Tender_6192,Project_6192,944507,203,Low-carbon materials,$489907 per day,Coastal,2,15,52,35
Tender_6193,Project_6193,36837701,405,Waste reduction,$427094 per day,Coastal,2,11,32,41
Tender_6194,Project_6194,3336230,452,Waste reduction,$54331 per day,Rural,4,44,29,51
Tender_6195,Project_6195,32866073,702,Energy-efficient design,$474833 per day,Coastal,8,13,26,53
Tender_6196,Project_6196,25410577,377,Energy-efficient design,$29993 per day,Urban,2,19,38,79
Tender_6197,Project_6197,42152289,175,Waste reduction,$369491 per day,Coastal,4,25,18,30
Tender_6198,Project_6198,21667270,278,Waste reduction,$352451 per day,Urban,5,44,19,59
Tender_6199,Project_6199,33540403,524,Energy-efficient design,$458661 per day,Rural,7,45,40,74
Tender_6200,Project_6200,39055342,245,Low-carbon materials,$92199 per day,Rural,4,25,11,57
Tender_6201,Project_6201,18937021,300,Energy-efficient design,$358374 per day,Coastal,2,35,55,70
Tender_6202,Project_6202,33437389,129,Waste reduction,$316842 per day,Rural,1,46,13,29
Tender_6203,Project_6203,12772322,367,Energy-efficient design,$263655 per day,Urban,8,40,26,37
Tender_6204,Project_6204,34801597,687,Waste reduction,$263568 per day,Rural,9,10,43,75
Tender_6205,Project_6205,19308374,105,Energy-efficient design,$72234 per day,Coastal,10,18,49,67
Tender_6206,Project_6206,27201241,499,Waste reduction,$365574 per day,Rural,1,32,53,38
Tender_6207,Project_6207,15404394,533,Energy-efficient design,$346863 per day,Urban,8,38,50,79
Tender_6208,Project_6208,39199345,280,Energy-efficient design,$66205 per day,Urban,9,48,49,28
Tender_6209,Project_6209,9106440,296,Energy-efficient design,$178135 per day,Urban,7,30,41,34
Tender_6210,Project_6210,4133822,380,Waste reduction,$18283 per day,Urban,10,25,26,76
Tender_6211,Project_6211,35781508,332,Energy-efficient design,$223909 per day,Rural,6,32,59,40
Tender_6212,Project_6212,28898851,485,Waste reduction,$87110 per day,Coastal,8,37,26,69
Tender_6213,Project_6213,32599516,368,Low-carbon materials,$368256 per day,Rural,7,29,20,22
Tender_6214,Project_6214,36790322,491,Waste reduction,$316470 per day,Urban,1,27,21,45
Tender_6215,Project_6215,2685242,294,Energy-efficient design,$70131 per day,Rural,2,14,52,54
Tender_6216,Project_6216,34220540,611,Waste reduction,$362922 per day,Coastal,9,14,31,53
Tender_6217,Project_6217,23806167,311,Low-carbon materials,$255209 per day,Coastal,9,48,49,39
Tender_6218,Project_6218,26921895,638,Low-carbon materials,$327171 per day,Rural,4,22,53,33
Tender_6219,Project_6219,46559406,66,Energy-efficient design,$76326 per day,Coastal,1,32,38,68
Tender_6220,Project_6220,12230653,173,Waste reduction,$214381 per day,Coastal,5,28,22,57
Tender_6221,Project_6221,31181906,181,Low-carbon materials,$483563 per day,Urban,2,38,12,35
Tender_6222,Project_6222,8577771,564,Low-carbon materials,$420129 per day,Urban,6,21,23,57
Tender_6223,Project_6223,47358399,325,Waste reduction,$188117 per day,Coastal,5,43,41,71
Tender_6224,Project_6224,35276158,56,Low-carbon materials,$434095 per day,Coastal,5,35,26,34
Tender_6225,Project_6225,31374814,256,Waste reduction,$43675 per day,Rural,8,25,42,62
Tender_6226,Project_6226,21682997,409,Energy-efficient design,$486945 per day,Rural,5,47,33,73
Tender_6227,Project_6227,46752137,607,Low-carbon materials,$246933 per day,Rural,8,46,51,72
Tender_6228,Project_6228,1064963,401,Low-carbon materials,$122003 per day,Urban,4,35,13,79
Tender_6229,Project_6229,1293225,328,Low-carbon materials,$459437 per day,Urban,4,20,43,71
Tender_6230,Project_6230,45738290,344,Low-carbon materials,$94789 per day,Rural,5,29,23,59
Tender_6231,Project_6231,14643353,192,Low-carbon materials,$276985 per day,Urban,4,11,60,44
Tender_6232,Project_6232,25962982,611,Low-carbon materials,$68480 per day,Urban,6,20,38,21
Tender_6233,Project_6233,39490801,679,Energy-efficient design,$451373 per day,Urban,10,24,27,45
Tender_6234,Project_6234,7261072,342,Waste reduction,$234060 per day,Rural,8,42,24,64
Tender_6235,Project_6235,22339653,516,Low-carbon materials,$84058 per day,Coastal,4,26,19,29
Tender_6236,Project_6236,24766721,480,Low-carbon materials,$369298 per day,Urban,7,49,56,75
Tender_6237,Project_6237,41622841,719,Energy-efficient design,$332114 per day,Rural,10,19,13,47
Tender_6238,Project_6238,17928223,331,Low-carbon materials,$53715 per day,Coastal,8,13,58,32
Tender_6239,Project_6239,13059587,188,Waste reduction,$399881 per day,Coastal,1,24,13,54
Tender_6240,Project_6240,37313466,161,Energy-efficient design,$38088 per day,Urban,2,14,35,65
Tender_6241,Project_6241,18139500,180,Waste reduction,$393335 per day,Rural,7,40,52,29
Tender_6242,Project_6242,16414139,652,Low-carbon materials,$273936 per day,Coastal,9,50,10,34
Tender_6243,Project_6243,18579680,329,Low-carbon materials,$266466 per day,Urban,6,32,51,59
Tender_6244,Project_6244,32131451,423,Energy-efficient design,$129845 per day,Rural,3,49,60,27
Tender_6245,Project_6245,41643373,293,Waste reduction,$439966 per day,Coastal,6,14,45,58
Tender_6246,Project_6246,23524813,682,Energy-efficient design,$334299 per day,Coastal,4,26,25,28
Tender_6247,Project_6247,25056754,263,Waste reduction,$91589 per day,Coastal,2,30,10,57
Tender_6248,Project_6248,12842237,58,Waste reduction,$92172 per day,Urban,8,10,50,38
Tender_6249,Project_6249,33971889,246,Waste reduction,$61354 per day,Rural,6,48,39,50
Tender_6250,Project_6250,28950325,627,Low-carbon materials,$321271 per day,Rural,1,12,41,79
Tender_6251,Project_6251,14628595,340,Low-carbon materials,$298329 per day,Coastal,5,48,25,64
Tender_6252,Project_6252,28624851,181,Energy-efficient design,$139072 per day,Coastal,1,11,37,67
Tender_6253,Project_6253,47524028,628,Waste reduction,$218179 per day,Urban,10,22,57,52
Tender_6254,Project_6254,25485276,42,Energy-efficient design,$307376 per day,Urban,4,49,52,63
Tender_6255,Project_6255,24999968,295,Low-carbon materials,$481802 per day,Coastal,8,33,34,62
Tender_6256,Project_6256,27383314,402,Energy-efficient design,$49592 per day,Rural,1,40,40,50
Tender_6257,Project_6257,19265620,550,Waste reduction,$422534 per day,Coastal,2,18,58,37
Tender_6258,Project_6258,30747910,559,Waste reduction,$178958 per day,Rural,2,43,33,42
Tender_6259,Project_6259,12572161,445,Waste reduction,$242077 per day,Coastal,9,34,42,70
Tender_6260,Project_6260,38846657,518,Waste reduction,$124206 per day,Rural,6,49,32,36
Tender_6261,Project_6261,9300600,663,Energy-efficient design,$366199 per day,Rural,10,25,47,71
Tender_6262,Project_6262,39147506,204,Waste reduction,$251439 per day,Coastal,7,49,43,43
Tender_6263,Project_6263,46537480,382,Waste reduction,$238143 per day,Coastal,9,31,38,46
Tender_6264,Project_6264,15838854,689,Waste reduction,$417903 per day,Coastal,10,25,41,65
Tender_6265,Project_6265,7202144,189,Low-carbon materials,$263779 per day,Coastal,8,46,15,63
Tender_6266,Project_6266,48873106,631,Waste reduction,$69720 per day,Rural,5,50,56,65
Tender_6267,Project_6267,18615977,543,Low-carbon materials,$415209 per day,Coastal,1,15,56,71
Tender_6268,Project_6268,16324617,351,Waste reduction,$24105 per day,Rural,10,11,57,20
Tender_6269,Project_6269,37768239,565,Waste reduction,$198211 per day,Urban,6,34,30,75
Tender_6270,Project_6270,29505709,413,Low-carbon materials,$81779 per day,Urban,3,40,39,32
Tender_6271,Project_6271,26060651,417,Low-carbon materials,$306159 per day,Coastal,10,24,24,62
Tender_6272,Project_6272,13657579,526,Waste reduction,$279402 per day,Urban,1,24,24,27
Tender_6273,Project_6273,10287407,693,Waste reduction,$367797 per day,Rural,6,23,24,61
Tender_6274,Project_6274,10536000,203,Low-carbon materials,$246569 per day,Coastal,6,43,31,60
Tender_6275,Project_6275,32241621,567,Low-carbon materials,$265498 per day,Urban,1,21,24,73
Tender_6276,Project_6276,1153794,523,Low-carbon materials,$10513 per day,Urban,10,38,42,79
Tender_6277,Project_6277,12351913,209,Energy-efficient design,$241772 per day,Urban,6,34,23,54
Tender_6278,Project_6278,28787773,525,Energy-efficient design,$347363 per day,Rural,8,30,41,46
Tender_6279,Project_6279,34027442,418,Energy-efficient design,$163101 per day,Urban,10,23,59,52
Tender_6280,Project_6280,9524241,44,Low-carbon materials,$191538 per day,Coastal,3,28,47,77
Tender_6281,Project_6281,42822338,714,Waste reduction,$455876 per day,Rural,9,44,12,72
Tender_6282,Project_6282,35195750,96,Waste reduction,$321876 per day,Rural,2,13,21,44
Tender_6283,Project_6283,36334964,380,Waste reduction,$398227 per day,Coastal,9,21,25,43
Tender_6284,Project_6284,48855985,260,Low-carbon materials,$334403 per day,Rural,5,29,44,57
Tender_6285,Project_6285,21688096,346,Waste reduction,$450657 per day,Urban,8,46,56,31
Tender_6286,Project_6286,33156528,241,Low-carbon materials,$392203 per day,Rural,3,34,57,50
Tender_6287,Project_6287,20634953,259,Low-carbon materials,$52454 per day,Rural,7,35,47,58
Tender_6288,Project_6288,17342582,183,Low-carbon materials,$205643 per day,Rural,7,43,28,72
Tender_6289,Project_6289,38224472,314,Energy-efficient design,$462664 per day,Rural,9,49,60,58
Tender_6290,Project_6290,38606729,653,Low-carbon materials,$113020 per day,Coastal,1,46,53,76
Tender_6291,Project_6291,3701717,152,Waste reduction,$39611 per day,Rural,7,20,13,39
Tender_6292,Project_6292,27236299,695,Low-carbon materials,$143324 per day,Rural,4,25,30,79
Tender_6293,Project_6293,7142086,231,Waste reduction,$153740 per day,Rural,10,45,37,53
Tender_6294,Project_6294,46841568,395,Energy-efficient design,$176616 per day,Rural,10,33,48,27
Tender_6295,Project_6295,11461688,540,Low-carbon materials,$36800 per day,Coastal,3,45,56,72
Tender_6296,Project_6296,4528973,500,Waste reduction,$15427 per day,Urban,5,32,28,60
Tender_6297,Project_6297,14959767,613,Energy-efficient design,$434077 per day,Rural,2,31,53,31
Tender_6298,Project_6298,17565091,683,Low-carbon materials,$103103 per day,Coastal,7,21,39,58
Tender_6299,Project_6299,32480019,42,Low-carbon materials,$13081 per day,Rural,2,11,34,61
Tender_6300,Project_6300,42769337,566,Low-carbon materials,$78646 per day,Urban,2,14,58,46
Tender_6301,Project_6301,6962710,263,Energy-efficient design,$416907 per day,Urban,10,10,16,38
Tender_6302,Project_6302,30689245,237,Waste reduction,$348795 per day,Rural,6,17,49,40
Tender_6303,Project_6303,22958420,402,Low-carbon materials,$207805 per day,Urban,5,50,20,78
Tender_6304,Project_6304,17932810,710,Energy-efficient design,$399232 per day,Rural,1,33,39,38
Tender_6305,Project_6305,24723751,63,Low-carbon materials,$433056 per day,Rural,7,29,57,53
Tender_6306,Project_6306,24679765,438,Energy-efficient design,$283019 per day,Coastal,3,29,43,73
Tender_6307,Project_6307,38104454,671,Low-carbon materials,$137945 per day,Urban,8,29,17,77
Tender_6308,Project_6308,37912620,131,Waste reduction,$303843 per day,Coastal,9,45,19,28
Tender_6309,Project_6309,17794949,367,Low-carbon materials,$269190 per day,Rural,10,29,57,49
Tender_6310,Project_6310,23594863,549,Waste reduction,$300954 per day,Urban,1,41,53,51
Tender_6311,Project_6311,1831126,98,Waste reduction,$331345 per day,Coastal,9,48,12,27
Tender_6312,Project_6312,28132806,307,Low-carbon materials,$27938 per day,Urban,9,19,39,56
Tender_6313,Project_6313,8636110,596,Energy-efficient design,$475071 per day,Coastal,1,10,48,66
Tender_6314,Project_6314,24061283,577,Waste reduction,$121697 per day,Coastal,7,38,50,66
Tender_6315,Project_6315,46106234,580,Waste reduction,$400477 per day,Coastal,9,27,35,42
Tender_6316,Project_6316,41139519,111,Low-carbon materials,$172360 per day,Rural,4,13,19,58
Tender_6317,Project_6317,13851852,87,Energy-efficient design,$344470 per day,Urban,2,33,27,25
Tender_6318,Project_6318,39212000,487,Waste reduction,$191519 per day,Rural,2,16,44,80
Tender_6319,Project_6319,39147622,610,Low-carbon materials,$471634 per day,Rural,3,45,12,60
Tender_6320,Project_6320,44111734,565,Waste reduction,$38987 per day,Urban,2,39,46,27
Tender_6321,Project_6321,44062440,283,Waste reduction,$99181 per day,Urban,8,10,49,59
Tender_6322,Project_6322,36633979,280,Waste reduction,$321660 per day,Urban,10,22,32,67
Tender_6323,Project_6323,12213102,292,Low-carbon materials,$175784 per day,Coastal,6,18,20,57
Tender_6324,Project_6324,19599768,217,Low-carbon materials,$273716 per day,Coastal,10,20,20,36
Tender_6325,Project_6325,24330964,696,Energy-efficient design,$219592 per day,Urban,3,16,26,27
Tender_6326,Project_6326,22316439,280,Energy-efficient design,$247287 per day,Coastal,9,38,52,73
Tender_6327,Project_6327,45677206,263,Waste reduction,$409105 per day,Rural,3,39,18,66
Tender_6328,Project_6328,34755352,497,Waste reduction,$217933 per day,Rural,3,31,58,34
Tender_6329,Project_6329,33215151,211,Energy-efficient design,$34762 per day,Urban,4,49,39,45
Tender_6330,Project_6330,49927434,71,Low-carbon materials,$134644 per day,Rural,4,49,30,39
Tender_6331,Project_6331,30492972,653,Energy-efficient design,$350039 per day,Urban,2,13,37,39
Tender_6332,Project_6332,5761839,302,Energy-efficient design,$418478 per day,Urban,3,18,17,63
Tender_6333,Project_6333,26073241,595,Low-carbon materials,$34916 per day,Urban,6,32,38,48
Tender_6334,Project_6334,41682278,314,Low-carbon materials,$152711 per day,Urban,7,26,55,50
Tender_6335,Project_6335,19728271,123,Low-carbon materials,$14461 per day,Urban,8,50,25,30
Tender_6336,Project_6336,31621875,224,Waste reduction,$326977 per day,Urban,8,48,38,57
Tender_6337,Project_6337,42893487,95,Low-carbon materials,$419401 per day,Coastal,3,43,19,26
Tender_6338,Project_6338,10220607,165,Waste reduction,$386872 per day,Urban,6,25,13,27
Tender_6339,Project_6339,11745803,565,Waste reduction,$423494 per day,Rural,1,46,15,54
Tender_6340,Project_6340,43488639,340,Energy-efficient design,$117854 per day,Rural,4,14,40,52
Tender_6341,Project_6341,23141746,92,Waste reduction,$153205 per day,Coastal,9,11,56,38
Tender_6342,Project_6342,28807625,242,Low-carbon materials,$223955 per day,Urban,6,23,54,75
Tender_6343,Project_6343,42864041,263,Low-carbon materials,$369055 per day,Rural,7,21,11,39
Tender_6344,Project_6344,41591437,279,Energy-efficient design,$371640 per day,Rural,2,10,14,22
Tender_6345,Project_6345,38861948,629,Energy-efficient design,$250773 per day,Urban,7,27,17,66
Tender_6346,Project_6346,27663837,625,Waste reduction,$366211 per day,Coastal,3,16,38,69
Tender_6347,Project_6347,5287820,518,Low-carbon materials,$192444 per day,Urban,8,13,30,27
Tender_6348,Project_6348,5809111,505,Waste reduction,$166026 per day,Rural,2,24,50,71
Tender_6349,Project_6349,11371601,130,Energy-efficient design,$337907 per day,Rural,5,50,31,36
Tender_6350,Project_6350,23560316,579,Waste reduction,$46074 per day,Rural,2,41,31,48
Tender_6351,Project_6351,15815446,82,Low-carbon materials,$291264 per day,Coastal,4,18,54,69
Tender_6352,Project_6352,21537425,356,Waste reduction,$382760 per day,Urban,5,42,35,64
Tender_6353,Project_6353,21765338,679,Waste reduction,$389375 per day,Urban,3,14,39,20
Tender_6354,Project_6354,44322967,104,Energy-efficient design,$86648 per day,Rural,8,13,39,55
Tender_6355,Project_6355,20052593,231,Low-carbon materials,$135878 per day,Coastal,8,19,28,31
Tender_6356,Project_6356,48176384,519,Energy-efficient design,$423562 per day,Coastal,4,48,40,32
Tender_6357,Project_6357,18449768,149,Energy-efficient design,$232279 per day,Urban,3,39,25,25
Tender_6358,Project_6358,41126697,482,Low-carbon materials,$294008 per day,Urban,4,21,33,63
Tender_6359,Project_6359,43761346,115,Low-carbon materials,$274759 per day,Urban,6,48,17,57
Tender_6360,Project_6360,27038557,517,Energy-efficient design,$60467 per day,Coastal,8,31,12,70
Tender_6361,Project_6361,18703151,232,Waste reduction,$33411 per day,Coastal,4,38,36,44
Tender_6362,Project_6362,30356625,132,Energy-efficient design,$49592 per day,Rural,8,30,39,27
Tender_6363,Project_6363,24871579,585,Low-carbon materials,$475916 per day,Urban,5,32,55,50
Tender_6364,Project_6364,39887519,633,Low-carbon materials,$137709 per day,Rural,3,17,29,61
Tender_6365,Project_6365,35459402,250,Low-carbon materials,$445213 per day,Rural,2,19,29,29
Tender_6366,Project_6366,30718360,642,Low-carbon materials,$298075 per day,Rural,5,37,26,42
Tender_6367,Project_6367,28282335,528,Low-carbon materials,$358667 per day,Coastal,3,23,54,52
Tender_6368,Project_6368,11728528,337,Waste reduction,$79291 per day,Coastal,1,39,48,74
Tender_6369,Project_6369,12840393,612,Waste reduction,$244045 per day,Urban,10,13,60,54
Tender_6370,Project_6370,2050288,39,Low-carbon materials,$100451 per day,Rural,5,13,48,28
Tender_6371,Project_6371,8891286,625,Low-carbon materials,$47576 per day,Coastal,3,41,60,63
Tender_6372,Project_6372,49339980,470,Low-carbon materials,$35411 per day,Coastal,1,48,42,62
Tender_6373,Project_6373,16245564,144,Waste reduction,$466837 per day,Coastal,8,37,46,53
Tender_6374,Project_6374,44927581,483,Waste reduction,$403395 per day,Coastal,10,23,12,36
Tender_6375,Project_6375,17387744,688,Low-carbon materials,$174402 per day,Urban,4,23,60,64
Tender_6376,Project_6376,47522974,229,Low-carbon materials,$62496 per day,Rural,8,11,55,36
Tender_6377,Project_6377,5873053,633,Waste reduction,$137760 per day,Rural,5,21,41,78
Tender_6378,Project_6378,14631213,680,Waste reduction,$138223 per day,Urban,2,20,17,66
Tender_6379,Project_6379,11701171,659,Waste reduction,$157229 per day,Coastal,6,32,54,30
Tender_6380,Project_6380,27145278,497,Waste reduction,$206763 per day,Coastal,9,16,35,80
Tender_6381,Project_6381,7412838,30,Low-carbon materials,$41513 per day,Urban,8,39,41,48
Tender_6382,Project_6382,6912501,287,Energy-efficient design,$62717 per day,Rural,2,34,50,27
Tender_6383,Project_6383,4781035,446,Low-carbon materials,$295994 per day,Rural,10,37,41,60
Tender_6384,Project_6384,32254961,645,Energy-efficient design,$172793 per day,Coastal,10,37,43,71
Tender_6385,Project_6385,37304765,307,Waste reduction,$93719 per day,Coastal,5,44,57,52
Tender_6386,Project_6386,4112164,534,Waste reduction,$88065 per day,Rural,3,49,55,74
Tender_6387,Project_6387,2269319,676,Waste reduction,$11531 per day,Rural,6,49,42,21
Tender_6388,Project_6388,27143059,210,Low-carbon materials,$61663 per day,Coastal,1,21,13,36
Tender_6389,Project_6389,35663889,366,Waste reduction,$133218 per day,Urban,6,17,25,43
Tender_6390,Project_6390,6086893,549,Energy-efficient design,$290712 per day,Rural,10,20,11,40
Tender_6391,Project_6391,7474517,524,Energy-efficient design,$354737 per day,Rural,3,41,20,59
Tender_6392,Project_6392,18112873,556,Waste reduction,$296735 per day,Urban,6,28,28,79
Tender_6393,Project_6393,41980134,320,Waste reduction,$98635 per day,Urban,4,36,58,25
Tender_6394,Project_6394,10920286,690,Waste reduction,$199615 per day,Coastal,1,20,46,31
Tender_6395,Project_6395,6158033,336,Low-carbon materials,$427382 per day,Coastal,10,16,18,79
Tender_6396,Project_6396,44445076,300,Energy-efficient design,$133756 per day,Rural,6,23,24,54
Tender_6397,Project_6397,26662136,574,Energy-efficient design,$101127 per day,Urban,6,23,53,75
Tender_6398,Project_6398,21261513,284,Energy-efficient design,$26528 per day,Urban,9,29,53,79
Tender_6399,Project_6399,15891817,379,Energy-efficient design,$414198 per day,Urban,8,33,56,58
Tender_6400,Project_6400,17102499,311,Low-carbon materials,$298449 per day,Urban,8,46,10,56
Tender_6401,Project_6401,49999043,604,Waste reduction,$398094 per day,Rural,10,32,10,43
Tender_6402,Project_6402,19570680,545,Low-carbon materials,$113277 per day,Urban,10,45,45,27
Tender_6403,Project_6403,30239992,346,Energy-efficient design,$369211 per day,Rural,4,21,23,30
Tender_6404,Project_6404,42542407,670,Waste reduction,$393361 per day,Rural,7,50,24,26
Tender_6405,Project_6405,8983346,480,Waste reduction,$50263 per day,Urban,5,49,29,60
Tender_6406,Project_6406,9309857,144,Energy-efficient design,$472151 per day,Coastal,3,33,17,72
Tender_6407,Project_6407,35849079,216,Waste reduction,$404401 per day,Urban,8,35,44,63
Tender_6408,Project_6408,11949308,529,Low-carbon materials,$362383 per day,Urban,4,32,40,50
Tender_6409,Project_6409,2417387,36,Low-carbon materials,$212760 per day,Rural,8,35,17,77
Tender_6410,Project_6410,2859210,356,Waste reduction,$284187 per day,Coastal,10,20,59,39
Tender_6411,Project_6411,45030028,551,Waste reduction,$73731 per day,Rural,6,14,30,68
Tender_6412,Project_6412,24447210,511,Waste reduction,$389408 per day,Coastal,8,47,55,78
Tender_6413,Project_6413,22323890,537,Low-carbon materials,$418805 per day,Coastal,3,20,30,60
Tender_6414,Project_6414,32454203,197,Waste reduction,$344063 per day,Rural,4,48,60,78
Tender_6415,Project_6415,31852823,213,Energy-efficient design,$225521 per day,Urban,9,30,53,39
Tender_6416,Project_6416,36777988,97,Low-carbon materials,$126530 per day,Rural,2,48,11,71
Tender_6417,Project_6417,18781422,472,Low-carbon materials,$227755 per day,Rural,7,12,22,48
Tender_6418,Project_6418,37312250,719,Waste reduction,$450976 per day,Coastal,2,47,49,79
Tender_6419,Project_6419,30353038,341,Low-carbon materials,$14738 per day,Rural,3,46,50,43
Tender_6420,Project_6420,9567407,126,Energy-efficient design,$134549 per day,Urban,10,29,22,47
Tender_6421,Project_6421,47316678,483,Waste reduction,$291789 per day,Coastal,3,29,13,68
Tender_6422,Project_6422,36690976,380,Energy-efficient design,$306401 per day,Coastal,2,14,59,66
Tender_6423,Project_6423,12380727,683,Energy-efficient design,$364804 per day,Rural,4,29,24,67
Tender_6424,Project_6424,40149992,581,Low-carbon materials,$359996 per day,Rural,6,41,42,34
Tender_6425,Project_6425,40603196,217,Energy-efficient design,$366631 per day,Coastal,2,33,10,45
Tender_6426,Project_6426,31138110,228,Waste reduction,$55064 per day,Rural,2,23,22,41
Tender_6427,Project_6427,42848882,141,Waste reduction,$350007 per day,Coastal,2,38,58,27
